client_id,data_samples_used,is_malicious,model_parameters_count,round,timestamp,training_accuracy,training_epochs,training_loss,training_time,val_accuracy,val_loss
16,1080,False,212542,1,1764276257.9896173,0.2222222238779068,1,2.394871711730957,15.48850154876709,0.528333306312561,2.162804126739502
16,1080,False,212542,2,1764276463.3973677,0.12962962687015533,1,2.3034181594848633,12.603563070297241,0.11900000274181366,2.296314239501953
16,1080,False,212542,3,1764276663.779669,0.11666666716337204,1,2.2777113914489746,12.641887903213501,0.10533333569765091,2.1910412311553955
16,1080,False,212542,4,1764276872.6260827,0.2768518626689911,1,1.9813623428344727,8.740009784698486,0.41733333468437195,1.5687261819839478
16,1080,False,212542,5,1764277062.9165385,0.5287036895751953,1,1.4413352012634277,12.368277788162231,0.6746666431427002,1.0927470922470093
16,1080,False,212542,6,1764277262.309238,0.6166666746139526,1,1.2016888856887817,12.120404720306396,0.6576666831970215,1.051692008972168
16,1080,False,212542,7,1764277462.5780914,0.6620370149612427,1,1.051943063735962,12.598525047302246,0.718833327293396,0.8751712441444397
16,1080,False,212542,8,1764277662.897793,0.6879629492759705,1,0.9366440773010254,12.573155164718628,0.7536666393280029,0.8084507584571838
16,1080,False,212542,9,1764277862.4746127,0.6944444179534912,1,0.8848028779029846,12.007949829101562,0.7508333325386047,0.7428056001663208
16,1080,False,212542,10,1764278070.0874844,0.7324073910713196,1,0.8178313374519348,7.143665790557861,0.7701666951179504,0.6889626383781433
