client_id,data_samples_used,is_malicious,model_parameters_count,round,timestamp,training_accuracy,training_epochs,training_loss,training_time,val_accuracy,val_loss
28,1080,False,212542,1,1764276256.415423,0.26944443583488464,1,2.3326072692871094,13.843231201171875,0.5460000038146973,1.9681740999221802
29,1080,False,212542,1,1764276257.6422067,0.22870370745658875,1,2.344832181930542,15.088981866836548,0.5885000228881836,1.9973894357681274
27,1080,False,212542,1,1764276258.0520854,0.1935185194015503,1,2.3637478351593018,15.509896755218506,0.46149998903274536,2.084730386734009
23,1080,False,212542,1,1764276258.1410174,0.25740739703178406,1,2.3554255962371826,15.61215090751648,0.5189999938011169,2.0009639263153076
35,1080,False,212542,1,1764276266.4955711,0.2611111104488373,1,2.3239729404449463,10.683216094970703,0.5534999966621399,1.9297047853469849
31,1080,False,212542,1,1764276266.6762831,0.20370370149612427,1,2.375906467437744,10.261948585510254,0.3605000078678131,2.1315150260925293
24,1080,False,212542,1,1764276266.7414732,0.22685185074806213,1,2.3425378799438477,9.116352558135986,0.5536666512489319,2.002601146697998
34,1080,False,212542,1,1764276266.979718,0.24629630148410797,1,2.342043399810791,9.386590003967285,0.42133334279060364,2.023117780685425
29,1080,False,212542,2,1764276461.4778602,0.125,1,2.3041460514068604,11.5327467918396,0.10000000149011612,2.2984626293182373
23,1080,False,212542,2,1764276462.1000023,0.12129629403352737,1,2.3034143447875977,12.14591121673584,0.0976666659116745,2.29776668548584
27,1080,False,212542,2,1764276463.3578594,0.12129629403352737,1,2.3017306327819824,12.499807596206665,0.09700000286102295,2.2940776348114014
24,1080,False,212542,2,1764276464.4641414,0.10277777910232544,1,2.3021957874298096,13.575365543365479,0.09966666996479034,2.2990171909332275
34,1080,False,212542,2,1764276464.827311,0.12962962687015533,1,2.3037333488464355,14.868057489395142,0.09650000184774399,2.297513008117676
28,1080,False,212542,2,1764276470.4534853,0.1259259283542633,1,2.3028998374938965,8.289714336395264,0.10100000351667404,2.2972352504730225
31,1080,False,212542,2,1764276470.5104427,0.13148148357868195,1,2.300506591796875,6.727602958679199,0.09716666489839554,2.293649435043335
35,1080,False,212542,2,1764276470.5509293,0.10740740597248077,1,2.3022634983062744,6.677554607391357,0.10016666352748871,2.292264699935913
29,1080,False,212542,3,1764276662.7417936,0.10740740597248077,1,2.275517702102661,11.606128215789795,0.10516666620969772,2.1996288299560547
31,1080,False,212542,3,1764276664.9866633,0.125,1,2.265268325805664,13.859529972076416,0.09716666489839554,2.21439528465271
24,1080,False,212542,3,1764276665.1772883,0.10555555671453476,1,2.274482488632202,13.499921560287476,0.10116666555404663,2.233651638031006
35,1080,False,212542,3,1764276666.1684904,0.1120370402932167,1,2.284864664077759,14.303780317306519,0.11900000274181366,2.2608561515808105
34,1080,False,212542,3,1764276666.2244053,0.10925926268100739,1,2.2789952754974365,15.094098091125488,0.1693333387374878,2.2265172004699707
23,1080,False,212542,3,1764276666.285241,0.10648148506879807,1,2.2753310203552246,14.505151271820068,0.15000000596046448,2.212397575378418
28,1080,False,212542,3,1764276667.2998893,0.10462962836027145,1,2.2794606685638428,15.56903600692749,0.10100000351667404,2.2386984825134277
27,1080,False,212542,3,1764276672.2180488,0.1259259283542633,1,2.2689754962921143,7.186753511428833,0.10183333605527878,2.2039921283721924
27,1080,False,212542,4,1764276864.7841084,0.25833332538604736,1,2.0205790996551514,12.961819648742676,0.5168333053588867,1.601759433746338
23,1080,False,212542,4,1764276864.8664334,0.2629629671573639,1,1.9958372116088867,13.043761730194092,0.5235000252723694,1.5073621273040771
29,1080,False,212542,4,1764276864.9546928,0.2629629671573639,1,2.0325191020965576,12.818842887878418,0.43650001287460327,1.6143536567687988
34,1080,False,212542,4,1764276866.01867,0.24351851642131805,1,2.0018889904022217,13.870914936065674,0.5493333339691162,1.5882763862609863
24,1080,False,212542,4,1764276867.30242,0.23425926268100739,1,2.0320353507995605,15.468765020370483,0.4884999990463257,1.6362478733062744
28,1080,False,212542,4,1764276869.091448,0.27129629254341125,1,2.0200984477996826,17.004972457885742,0.39766666293144226,1.6047452688217163
31,1080,False,212542,4,1764276872.3345976,0.2648148238658905,1,1.972793698310852,8.524841785430908,0.5444999933242798,1.4608551263809204
35,1080,False,212542,4,1764276872.6146326,0.23981481790542603,1,2.058976888656616,8.901164770126343,0.46166667342185974,1.6854418516159058
31,1080,False,212542,5,1764277063.5696106,0.5583333373069763,1,1.379941463470459,13.22144103050232,0.6203333139419556,1.1567851305007935
34,1080,False,212542,5,1764277063.8388124,0.5287036895751953,1,1.4567798376083374,13.487336158752441,0.6698333621025085,1.1313554048538208
24,1080,False,212542,5,1764277063.9943874,0.5444444417953491,1,1.4345524311065674,13.483055830001831,0.6488333344459534,1.1398996114730835
23,1080,False,212542,5,1764277066.542048,0.5305555462837219,1,1.4226484298706055,16.00422477722168,0.6698333621025085,1.0913788080215454
29,1080,False,212542,5,1764277070.1046782,0.5305555462837219,1,1.4741929769515991,7.758452415466309,0.6965000033378601,1.1087068319320679
27,1080,False,212542,5,1764277070.5890872,0.5722222328186035,1,1.374176025390625,7.622253894805908,0.6771666407585144,1.0912278890609741
28,1080,False,212542,5,1764277070.6588182,0.5138888955116272,1,1.4512988328933716,7.047764301300049,0.6136666536331177,1.225514531135559
35,1080,False,212542,5,1764277070.7297843,0.5138888955116272,1,1.4495891332626343,6.639054298400879,0.6635000109672546,1.173572063446045
28,1080,False,212542,6,1764277263.1043258,0.6509259343147278,1,1.138099193572998,13.122429132461548,0.6826666593551636,0.9774183034896851
31,1080,False,212542,6,1764277263.355954,0.6416666507720947,1,1.1510769128799438,13.039228439331055,0.6996666789054871,0.9601584672927856
24,1080,False,212542,6,1764277263.8478255,0.6398147940635681,1,1.1837120056152344,13.52541446685791,0.6728333234786987,1.0086838006973267
34,1080,False,212542,6,1764277264.8212833,0.6509259343147278,1,1.1743608713150024,14.831968545913696,0.6894999742507935,0.9502572417259216
27,1080,False,212542,6,1764277270.0960383,0.6592592597007751,1,1.0986089706420898,7.730098485946655,0.6823333501815796,0.991420567035675
23,1080,False,212542,6,1764277270.4067652,0.6324074268341064,1,1.107229232788086,8.381660461425781,0.6955000162124634,0.9749241471290588
35,1080,False,212542,6,1764277271.4018352,0.6324074268341064,1,1.1527070999145508,21.074495315551758,0.6743333339691162,1.0534429550170898
29,1080,False,212542,6,1764277271.9787962,0.6000000238418579,1,1.2599977254867554,10.574898958206177,0.6850000023841858,1.0703791379928589
29,1080,False,212542,7,1764277462.263631,0.6398147940635681,1,1.1204338073730469,11.953184366226196,0.7071666717529297,0.9248171448707581
31,1080,False,212542,7,1764277463.0800252,0.6722221970558167,1,0.9679860472679138,12.757843494415283,0.7103333473205566,0.9180763959884644
24,1080,False,212542,7,1764277463.356725,0.6740740537643433,1,1.0341877937316895,13.08449125289917,0.6966666579246521,0.9334750175476074
23,1080,False,212542,7,1764277464.3847203,0.6842592358589172,1,0.9687967896461487,14.153495073318481,0.7121666669845581,0.8694297671318054
28,1080,False,212542,7,1764277470.3731947,0.6666666865348816,1,1.038443684577942,6.967497825622559,0.6644999980926514,0.9849717617034912
34,1080,False,212542,7,1764277470.4011579,0.6675925850868225,1,1.0162413120269775,8.136533737182617,0.7336666584014893,0.8614586591720581
35,1080,False,212542,7,1764277470.524086,0.6759259104728699,1,1.0361374616622925,7.462209224700928,0.7365000247955322,0.8651195764541626
27,1080,False,212542,7,1764277470.6143847,0.6935185194015503,1,0.9600988030433655,20.622779846191406,0.7166666388511658,0.8576219081878662
29,1080,False,212542,8,1764277662.3467577,0.6879629492759705,1,0.9867826104164124,12.265472412109375,0.7598333358764648,0.7669807076454163
35,1080,False,212542,8,1764277662.835396,0.7120370268821716,1,0.9204161167144775,12.41362714767456,0.7429999709129333,0.8310667872428894
24,1080,False,212542,8,1764277663.5205793,0.6759259104728699,1,0.9996023774147034,13.171734809875488,0.7253333330154419,0.8479738235473633
23,1080,False,212542,8,1764277664.7771642,0.7083333134651184,1,0.9005891680717468,14.372236490249634,0.7490000128746033,0.7929014563560486
27,1080,False,212542,8,1764277669.8301451,0.7120370268821716,1,0.874061107635498,7.417914867401123,0.7509999871253967,0.7956874370574951
31,1080,False,212542,8,1764277669.988928,0.6981481313705444,1,0.9036161303520203,7.204362869262695,0.7461666464805603,0.8068242073059082
34,1080,False,212542,8,1764277670.1874478,0.6981481313705444,1,0.9880261421203613,7.324487209320068,0.718833327293396,0.848612368106842
28,1080,False,212542,8,1764277670.1996777,0.710185170173645,1,0.9144303202629089,7.0060951709747314,0.7386666536331177,0.8119015097618103
29,1080,False,212542,9,1764277862.5896275,0.6990740895271301,1,0.9602031707763672,12.122624158859253,0.7766666412353516,0.7572855353355408
28,1080,False,212542,9,1764277863.2507582,0.7138888835906982,1,0.8609358072280884,12.777242422103882,0.7580000162124634,0.7585640549659729
34,1080,False,212542,9,1764277865.4468117,0.7287036776542664,1,0.86301189661026,14.648290634155273,0.7696666717529297,0.7513781189918518
23,1080,False,212542,9,1764277865.6063561,0.7194444537162781,1,0.8274643421173096,15.133601427078247,0.7676666378974915,0.7317295074462891
31,1080,False,212542,9,1764277867.6968846,0.7138888835906982,1,0.8565815687179565,16.97249460220337,0.7453333139419556,0.7711859345436096
35,1080,False,212542,9,1764277870.4242826,0.7185184955596924,1,0.8776999115943909,6.6506640911102295,0.7730000019073486,0.7377403378486633
27,1080,False,212542,9,1764277870.4685242,0.7287036776542664,1,0.8160427808761597,6.995701789855957,0.7356666922569275,0.7952483892440796
24,1080,False,212542,9,1764277870.667991,0.7064814567565918,1,0.9092435836791992,6.839575529098511,0.7544999718666077,0.793337345123291
35,1080,False,212542,10,1764278062.8349328,0.7407407164573669,1,0.8080426454544067,11.779572486877441,0.7581666707992554,0.7434883713722229
28,1080,False,212542,10,1764278062.8932986,0.7388888597488403,1,0.8333374857902527,12.459067583084106,0.7661666870117188,0.7113701701164246
31,1080,False,212542,10,1764278063.349627,0.7555555701255798,1,0.7811378240585327,12.388600587844849,0.7976666688919067,0.7057842016220093
34,1080,False,212542,10,1764278063.3889103,0.7416666746139526,1,0.841821551322937,12.95940899848938,0.784500002861023,0.7089892625808716
23,1080,False,212542,10,1764278063.5457916,0.7444444298744202,1,0.7832158207893372,13.12154507637024,0.7760000228881836,0.7018873691558838
29,1080,False,212542,10,1764278063.5637012,0.7157407402992249,1,0.8613526821136475,12.634949207305908,0.7646666765213013,0.738267183303833
27,1080,False,212542,10,1764278063.6469223,0.7833333611488342,1,0.6901334524154663,12.606257200241089,0.7749999761581421,0.6884511709213257
24,1080,False,212542,10,1764278065.1940525,0.7351852059364319,1,0.8630540370941162,14.113397598266602,0.7571666836738586,0.732361912727356
