client_id,data_samples_used,is_malicious,model_parameters_count,round,timestamp,training_accuracy,training_epochs,training_loss,training_time,val_accuracy,val_loss
15,1080,False,212542,1,1764276256.4551036,0.2750000059604645,1,2.3162169456481934,13.881783723831177,0.597000002861023,1.895213007926941
25,1080,False,212542,1,1764276256.7896302,0.2796296179294586,1,2.3350884914398193,14.28278374671936,0.5608333349227905,1.9354885816574097
18,1080,False,212542,1,1764276257.7466817,0.22777777910232544,1,2.2949719429016113,15.246669054031372,0.5823333263397217,1.8253521919250488
17,1080,False,212542,1,1764276258.3945262,0.25833332538604736,1,2.3586056232452393,15.871774196624756,0.4193333387374878,2.067622423171997
19,1080,False,212542,1,1764276265.3173985,0.2916666567325592,1,2.276533603668213,8.986502408981323,0.5421666502952576,1.8547033071517944
22,1080,False,212542,1,1764276266.8003647,0.21111111342906952,1,2.3545546531677246,9.960806846618652,0.549833357334137,2.036698341369629
22,1080,False,212542,2,1764276463.751756,0.11296296119689941,1,2.3033835887908936,13.793810606002808,0.10516666620969772,2.294442653656006
15,1080,False,212542,2,1764276464.5977387,0.11759259551763535,1,2.3036086559295654,13.762749671936035,0.09549999982118607,2.2975850105285645
18,1080,False,212542,2,1764276470.320158,0.11944444477558136,1,2.3039965629577637,6.857556343078613,0.09849999845027924,2.2999486923217773
17,1080,False,212542,2,1764276470.3826542,0.1240740716457367,1,2.30344295501709,6.384791851043701,0.09399999678134918,2.297532081604004
19,1080,False,212542,2,1764276470.5321436,0.12314815074205399,1,2.304382562637329,7.059922933578491,0.10366666316986084,2.301558494567871
25,1080,False,212542,2,1764276471.5506594,0.11388888955116272,1,2.302828550338745,20.79677104949951,0.09749999642372131,2.2958385944366455
19,1080,False,212542,3,1764276663.2810435,0.1120370402932167,1,2.277759552001953,12.137818813323975,0.10366666316986084,2.2344517707824707
18,1080,False,212542,3,1764276663.6777444,0.10462962836027145,1,2.2833211421966553,11.793502807617188,0.09849999845027924,2.238286018371582
15,1080,False,212542,3,1764276666.0844567,0.12129629403352737,1,2.274010181427002,14.222365617752075,0.09549999982118607,2.2153117656707764
22,1080,False,212542,3,1764276666.421742,0.1111111119389534,1,2.2761340141296387,15.288894414901733,0.20550000667572021,2.194209098815918
25,1080,False,212542,3,1764276668.1323688,0.10555555671453476,1,2.28509521484375,16.25987696647644,0.09749999642372131,2.244385242462158
17,1080,False,212542,3,1764276672.1333961,0.11944444477558136,1,2.2821898460388184,6.3303070068359375,0.1158333346247673,2.2333240509033203
17,1080,False,212542,4,1764276863.77323,0.2537037134170532,1,2.0040390491485596,11.93598461151123,0.5671666860580444,1.5342683792114258
25,1080,False,212542,4,1764276867.8229916,0.2212962955236435,1,2.0600194931030273,15.632760763168335,0.42250001430511475,1.6745226383209229
19,1080,False,212542,4,1764276872.1484776,0.22777777910232544,1,2.0601072311401367,7.469872236251831,0.44316667318344116,1.6672195196151733
18,1080,False,212542,4,1764276872.4409745,0.24722221493721008,1,2.051612377166748,7.1705687046051025,0.47999998927116394,1.6096116304397583
15,1080,False,212542,4,1764276872.7801564,0.23240740597248077,1,2.043067216873169,8.031516790390015,0.40183332562446594,1.6472747325897217
22,1080,False,212542,4,1764276873.12735,0.27314814925193787,1,1.9666458368301392,7.9548962116241455,0.4958333373069763,1.465524435043335
