attacks_performed,bucket_evaluations_completed,client_id,experiment_name,final_model_accuracy,memory_usage_mb,session_id,system_info_attack_type,system_info_dataset,system_info_is_malicious,system_info_num_buckets,system_info_num_clients,timestamp,total_execution_time,training_rounds_completed
1,16,10,dataset_mnist_clients_50_buckets_2_eps_1.0_attack_label_flip_poison_1.0_20251127_154313,0.1447,1894.25,session_1764276194_10,label_flip,mnist,True,2,50,1764278183.5825217,1988.827758550644,20
1,32,14,dataset_mnist_clients_50_buckets_2_eps_1.0_attack_label_flip_poison_1.0_20251127_154313,0,1897.89453125,session_1764276194_14,label_flip,mnist,True,2,50,1764278183.6407285,1988.9535579681396,19
