attack_summary_attack_config_poison_ratio,attack_summary_attack_config_source_class,attack_summary_attack_config_target_class,attack_summary_attack_config_type,attack_summary_attack_rounds,attack_summary_is_malicious_client,attack_summary_total_attacks_performed,client_id,detection_summary_average_suspicion_score,detection_summary_clean_verdicts,detection_summary_detection_accuracy,detection_summary_poisoned_verdicts,detection_summary_total_bucket_evaluations,model_summary_dataset,model_summary_model_length,model_summary_test_samples,model_summary_training_samples,model_summary_validation_samples,session_metadata_client_id,session_metadata_end_time,session_metadata_experiment_name,session_metadata_session_id,session_metadata_start_time,session_metadata_total_duration,timestamp,training_summary_accuracy_trend,training_summary_average_accuracy,training_summary_average_loss,training_summary_final_accuracy,training_summary_total_rounds
1.0,None,1,label_flip,10,True,1,10,0.05625,15,0.9375,1,16,mnist,212542,10000,1080,6000,10,1764278183.5817344,dataset_mnist_clients_50_buckets_2_eps_1.0_attack_label_flip_poison_1.0_20251127_154313,session_1764276194_10,1764276194.7547255,1988.8270092010498,1764278183.581946,declining,0.47955000000000003,1.804238221421172,0.1447,10
1.0,None,1,label_flip,10,True,1,14,0.108125,28,0.875,4,32,mnist,212542,10000,1080,6000,14,1764278183.6397114,dataset_mnist_clients_50_buckets_2_eps_1.0_attack_label_flip_poison_1.0_20251127_154313,session_1764276194_14,1764276194.6871321,1988.9525797367096,1764278183.640124,improving,0.5167555555555556,1.3881362814672782,0.7911,10
