bucket_id,client_id,evaluation_time,flags_kurt,flags_mad,flags_mag_shift,flags_magnitude,flags_skew,flags_spat,flags_spat_shift,flags_spec,flags_temp,flags_temp_shift,is_malicious,metrics_consecutive_anomalies,metrics_eps,metrics_kurt,metrics_mad95,metrics_mag_shift,metrics_magnitude,metrics_phi_s,metrics_phi_t,metrics_skew,metrics_spat_shift,metrics_temp_shift,round,suspicion_score,thresholds_eps,thresholds_mad95,thresholds_phi_s,thresholds_phi_t,timestamp,verdict
0,0,0.002751588821411133,False,False,True,False,False,False,False,False,False,False,True,0.0,0.0,-1.4800796007467079,41.77577305018943,1428591766066.6448,1428.5917660666448,1.0,0.9063083821315456,0.4551783674661624,0.0,0.09369161786845437,6,0.1,inf,inf,-inf,-inf,1764277344.4299994,Clean
1,0,0.0014986991882324219,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,-1.5314595245613392,19563290679.495037,0.02788389927036484,1468.4264749701476,0.9747037955341082,0.9747037955341082,0.41847549502417486,0.02529620446589176,0.06839541340256261,6,0.0,inf,inf,-inf,-inf,1764277344.4637434,Clean
2,0,0.0023887157440185547,False,False,False,False,False,True,False,False,False,False,True,0.0,0.0,-1.5030038657197489,43.30961180802025,0.010639553153759345,1452.8030734373046,0.9595918273437984,0.9565524765054245,0.41970662079234283,0.015111968190309799,0.01815131902868372,6,0.1,1e-06,15743320569.335003,0.9614282414872921,0.9169260986439269,1764277344.4973607,Clean
3,0,0.002397298812866211,False,False,False,True,False,False,False,False,False,False,True,0.0,0.0,-1.4903871503594281,6.9491856198606055,0.09564008648075328,1591.7492850204483,0.9689064065255893,0.9705736792577638,0.4331276396588408,0.009314579181790905,0.014021202752339312,6,0.1,1e-06,13361976034.629374,0.9608249593221281,0.924790831346154,1764277344.5316856,Clean
4,0,0.003554821014404297,False,False,False,False,True,True,False,False,False,False,True,0.0,0.0,-1.4266653716571955,5.098445713191582,0.11287882573238991,1412.074494866856,0.9522528597449076,0.9433030754349756,0.4923108591241283,0.01665354678068176,0.02727060382278823,6,0.2,1e-06,11737974417.410322,0.954716231900263,0.925671704110397,1764277344.5678048,Clean
5,0,0.0028264522552490234,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,-1.4546517199124083,3.117764777513571,0.02151683409268706,1381.6911222342694,0.9664474973609808,0.9599665438704512,0.44041684896891353,0.014194637616073202,0.016663468435475615,6,0.0,1e-06,10551356426.308542,0.9552691975687535,0.9291419435926587,1764277344.602892,Clean
6,0,0.0028836727142333984,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,-1.419257818278637,3.3262481145209337,0.041648206314357866,1439.2360791558406,0.9560577293020854,0.9551805473954901,0.3923056488175498,0.010389768058895354,0.0047859964749611406,6,0.0,1e-06,9640481513.61368,0.9534817952711085,0.9312674707344248,1764277344.6387415,Clean
7,0,0.0028057098388671875,False,False,False,True,False,False,False,False,False,False,True,0.0,0.0,-1.5068616676046067,2.6893885261202364,0.07464444449651457,1546.6670567838446,0.9644569080998375,0.9621773477511992,0.4072749333877043,0.008399178797752094,0.006996800355709154,6,0.1,1e-06,8915361588.701027,0.953902035325553,0.933591610701124,1764277344.675358,Clean
8,0,0.0027387142181396484,False,False,False,False,False,True,False,False,False,False,True,0.0,0.0,-1.3990415181072702,3.5616594803937733,0.06630019529935269,1444.1227288559344,0.9433988085112501,0.9541886942965538,0.4198965053154577,0.021058099588587398,0.007988653454645389,6,0.1,1e-06,8321848084.1856785,0.9499063963416551,0.9348006297124491,1764277344.7107859,Clean
9,0,0.0028183460235595703,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,-1.3832258884690496,2.804910448081379,0.05742026561852295,1527.0446395326458,0.9529055648073465,0.9564068149178299,0.4527192311054581,0.00950675629609632,0.0022181206212760207,6,0.0,1e-06,7825316279.30688,0.9490105041237421,0.9360240904011559,1764277344.7460353,Clean
