client_id,data_samples_used,is_malicious,model_parameters_count,round,timestamp,training_accuracy,training_epochs,training_loss,training_time,val_accuracy,val_loss
0,1080,False,212542,1,1764276256.493115,0.23888888955116272,1,2.3413455486297607,13.925879955291748,0.5403333306312561,2.0272674560546875
2,1080,False,212542,1,1764276257.9427588,0.22499999403953552,1,2.345076322555542,15.393634796142578,0.5278333425521851,2.004816770553589
1,1080,False,212542,1,1764276266.8941443,0.23796296119689941,1,2.3649978637695312,9.216021537780762,0.543833315372467,2.0843589305877686
1,1080,False,212542,2,1764276465.3991582,0.11944444477558136,1,2.3031857013702393,14.681259393692017,0.09966666996479034,2.296006202697754
0,1080,False,212542,2,1764276470.2155278,0.11666666716337204,1,2.303863286972046,8.454496622085571,0.09666666388511658,2.2995803356170654
2,1080,False,212542,2,1764276470.6041355,0.10185185074806213,1,2.3021130561828613,6.059333562850952,0.09533333033323288,2.2896907329559326
0,1080,False,212542,3,1764276664.7852175,0.10462962836027145,1,2.2831838130950928,12.977519035339355,0.11533333361148834,2.2445218563079834
1,1080,False,212542,3,1764276667.8981853,0.12037037312984467,1,2.2722346782684326,16.06837272644043,0.15283332765102386,2.1845850944519043
2,1080,False,212542,3,1764276671.501633,0.10000000149011612,1,2.275742530822754,8.784531354904175,0.1028333306312561,2.2148356437683105
1,1080,False,212542,4,1764276864.1509473,0.2759259343147278,1,1.998661756515503,11.948561668395996,0.5063333511352539,1.5728678703308105
2,1080,False,212542,4,1764276864.6883948,0.23981481790542603,1,2.052628993988037,12.487097263336182,0.4401666522026062,1.6173745393753052
0,1080,False,212542,4,1764276868.4608364,0.25925925374031067,1,2.0167033672332764,16.300143480300903,0.47466665506362915,1.6063494682312012
2,1080,False,212542,5,1764277063.6909635,0.519444465637207,1,1.4305394887924194,13.139508485794067,0.6483333110809326,1.1457799673080444
0,1080,False,212542,5,1764277064.7330985,0.5370370149612427,1,1.4723665714263916,14.162424325942993,0.6343333125114441,1.1758742332458496
1,1080,False,212542,5,1764277070.314135,0.5157407522201538,1,1.4607027769088745,6.683880805969238,0.5856666564941406,1.2376103401184082
1,1080,False,212542,6,1764277262.3336773,0.6370370388031006,1,1.1527067422866821,12.343892812728882,0.6818333268165588,1.0132237672805786
2,1080,False,212542,6,1764277262.8363545,0.6064814925193787,1,1.1917377710342407,12.541154146194458,0.6654999852180481,1.0736902952194214
0,1080,False,212542,6,1764277264.5372217,0.6499999761581421,1,1.1401187181472778,14.216587543487549,0.7070000171661377,0.9300838112831116
0,1080,False,212542,7,1764277463.057056,0.6814814805984497,1,1.0335439443588257,13.076719999313354,0.7123333215713501,0.8757933974266052
2,1080,False,212542,7,1764277463.122402,0.6499999761581421,1,1.0430692434310913,12.909793376922607,0.7149999737739563,0.874017596244812
1,1080,False,212542,7,1764277470.1231158,0.6574074029922485,1,1.0452791452407837,7.144468784332275,0.7201666831970215,0.8651991486549377
0,1080,False,212542,8,1764277663.28032,0.7222222089767456,1,0.9200913310050964,13.200042009353638,0.76583331823349,0.7605720162391663
2,1080,False,212542,8,1764277670.6713192,0.6962962746620178,1,0.9537005424499512,20.601197242736816,0.762333333492279,0.7731795310974121
1,1080,False,212542,8,1764277671.217833,0.6944444179534912,1,0.9326822757720947,20.89719581604004,0.7401666641235352,0.80291748046875
1,1080,False,212542,9,1764277862.3809142,0.7157407402992249,1,0.9106032848358154,11.91739821434021,0.7710000276565552,0.7644222974777222
0,1080,False,212542,9,1764277864.3270657,0.7592592835426331,1,0.7998615503311157,13.51311993598938,0.7876666784286499,0.6874579191207886
2,1080,False,212542,9,1764277873.0209165,0.7240740656852722,1,0.842637836933136,10.618449687957764,0.7761666774749756,0.7104008197784424
0,1080,True,212542,10,1764278070.3604565,0.9277777671813965,1,0.5665050148963928,8.083320379257202,0.10899999737739563,29.67645263671875
2,1080,True,212542,10,1764278072.331672,0.9259259104728699,1,0.6021254658699036,9.222431421279907,0.10616666823625565,26.92466926574707
1,1080,True,212542,10,1764278072.4175189,0.9166666865348816,1,0.7492958307266235,8.79382586479187,0.10733333230018616,22.08167266845703
