bucket_id,client_id,evaluation_time,flags_kurt,flags_mad,flags_mag_shift,flags_magnitude,flags_skew,flags_spat,flags_spat_shift,flags_spec,flags_temp,flags_temp_shift,is_malicious,metrics_consecutive_anomalies,metrics_eps,metrics_kurt,metrics_mad95,metrics_mag_shift,metrics_magnitude,metrics_phi_s,metrics_phi_t,metrics_skew,metrics_spat_shift,metrics_temp_shift,round,suspicion_score,thresholds_eps,thresholds_mad95,thresholds_phi_s,thresholds_phi_t,timestamp,verdict
0,7,0.0025916099548339844,False,False,True,False,False,False,False,False,False,False,True,0.0,0.0,0.741671496591108,377.82077046798344,8428118967539.119,8428.11896753912,1.0,1.0,0.20466552125396817,0.0,0.0,1,0.1,inf,inf,-inf,-inf,1764276336.0252936,Clean
0,9,0.0029802322387695312,False,False,True,False,False,False,False,False,False,False,True,0.0,0.0,0.741671496591108,377.82077046798344,8428118967539.119,8428.11896753912,1.0,1.0,0.20466552125396817,0.0,0.0,1,0.1,inf,inf,-inf,-inf,1764276336.0319455,Clean
1,7,0.0015583038330078125,False,False,False,False,False,False,True,False,False,True,True,0.0,0.0,0.6809445837627486,769885005481.0414,0.056387993208483395,8903.363682641062,0.04820542485187148,0.04820542485187148,0.3030773024053428,0.9517945751481285,0.9517945751481285,1,0.2,inf,inf,-inf,-inf,1764276336.058835,Clean
1,9,0.0014615058898925781,False,False,False,False,False,False,True,False,False,True,True,0.0,0.0,0.6809445837627486,769885005481.0414,0.056387993208483395,8903.363682641062,0.04820542485187148,0.04820542485187148,0.3030773024053428,0.9517945751481285,0.9517945751481285,1,0.2,inf,inf,-inf,-inf,1764276336.06287,Clean
2,7,0.0024237632751464844,False,False,False,True,False,False,False,False,False,False,True,0.0,0.0,0.13249268760142652,35.02823416822774,0.13160126382302345,10075.057595552766,0.0675674970976634,0.10652221311287252,0.10865071295897079,0.019362072245791916,0.05831678826100104,1,0.1,1e-06,619555607273.6451,-0.07226261224573421,-0.050676767725436334,1764276336.0899534,Clean
2,9,0.0022983551025390625,False,False,False,True,False,False,False,False,False,False,True,0.0,0.0,0.13249268760142652,35.02823416822774,0.13160126382302345,10075.057595552766,0.0675674970976634,0.10652221311287252,0.10865071295897079,0.019362072245791916,0.05831678826100104,1,0.1,1e-06,619555607273.6451,-0.07226261224573421,-0.050676767725436334,1764276336.0946543,Clean
3,7,0.0024194717407226562,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.6506692029476011,7.620145210306494,0.025077225270211622,9822.403106618707,0.028955834258591384,0.015665387927739405,0.11158081506043033,0.03861166283907201,0.09085682518513312,1,0.0,1e-06,525841237784.33997,-0.12616674954983764,-0.11711542113787232,1764276336.1221797,Clean
3,9,0.002127408981323242,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.6506692029476011,7.620145210306494,0.025077225270211622,9822.403106618707,0.028955834258591384,0.015665387927739405,0.11158081506043033,0.03861166283907201,0.09085682518513312,1,0.0,1e-06,525841237784.33997,-0.12616674954983764,-0.11711542113787232,1764276336.1268296,Clean
4,7,0.0068073272705078125,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.4505506795151879,4.367487901153122,0.05986414367452653,9234.39335581491,0.02044763897110154,0.011220748262362972,0.25734064543874935,0.008508195287489844,0.004444639665376433,1,0.0,1e-06,461931003331.10846,-0.15079240874858815,-0.1470308240456641,1764276336.1650069,Clean
4,9,0.00363922119140625,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.4505506795151879,4.367487901153122,0.05986414367452653,9234.39335581491,0.02044763897110154,0.011220748262362972,0.25734064543874935,0.008508195287489844,0.004444639665376433,1,0.0,1e-06,461931003331.10846,-0.15079240874858815,-0.1470308240456641,1764276336.17141,Clean
