client_id,data_samples_used,is_malicious,model_parameters_count,round,timestamp,training_accuracy,training_epochs,training_loss,training_time,val_accuracy,val_loss
41,1080,False,212542,1,1764275939.705994,0.24722221493721008,1,2.3613779544830322,13.378858804702759,0.596666693687439,2.0397884845733643
30,1080,False,212542,1,1764275939.942378,0.21296297013759613,1,2.3564453125,13.619643926620483,0.5348333120346069,2.0501034259796143
35,1080,False,212542,1,1764275940.300826,0.22592592239379883,1,2.3345932960510254,13.969289064407349,0.5450000166893005,1.9890519380569458
36,1080,False,212542,1,1764275941.3235977,0.22777777910232544,1,2.3278093338012695,15.0041663646698,0.5823333263397217,1.944724440574646
42,1080,False,212542,1,1764275941.9362814,0.23796296119689941,1,2.3545310497283936,15.589577436447144,0.4703333377838135,2.0482518672943115
39,1080,False,212542,1,1764275942.1785667,0.21296297013759613,1,2.342752456665039,15.820953607559204,0.6071666479110718,2.019253969192505
26,1080,False,212542,1,1764275948.586981,0.23796296119689941,1,2.3547604084014893,9.426764488220215,0.5326666831970215,2.0434229373931885
33,1080,False,212542,1,1764275949.709581,0.2759259343147278,1,2.3203439712524414,9.953232765197754,0.5774999856948853,1.9061810970306396
32,1080,False,212542,1,1764275950.216943,0.28425925970077515,1,2.3230879306793213,10.227743148803711,0.5814999938011169,1.877105474472046
24,1080,False,212542,1,1764275950.4126337,0.2203703671693802,1,2.351364850997925,8.990212678909302,0.4491666555404663,2.0408856868743896
34,1080,False,212542,1,1764275953.5931342,0.260185182094574,1,2.3244826793670654,14.14596939086914,0.5034999847412109,1.951411485671997
