client_id,data_samples_used,is_malicious,model_parameters_count,round,timestamp,training_accuracy,training_epochs,training_loss,training_time,val_accuracy,val_loss
4,1080,False,212542,1,1764276256.3734753,0.2518518567085266,1,2.357297897338867,13.860874652862549,0.5630000233650208,2.0284740924835205
6,1080,False,212542,1,1764276258.2487586,0.2222222238779068,1,2.3442885875701904,15.678547620773315,0.429666668176651,2.026702404022217
3,1080,False,212542,1,1764276266.438231,0.28611111640930176,1,2.297736644744873,9.76334810256958,0.6161666512489319,1.8605120182037354
5,1080,False,212542,1,1764276266.477679,0.23981481790542603,1,2.3229119777679443,9.705748558044434,0.559166669845581,1.9486271142959595
4,1080,False,212542,2,1764276461.7141504,0.10185185074806213,1,2.303725481033325,11.765547275543213,0.13066667318344116,2.2979516983032227
5,1080,False,212542,2,1764276463.3387816,0.11851851642131805,1,2.302844762802124,12.515347003936768,0.09483333677053452,2.2952065467834473
3,1080,False,212542,2,1764276463.4481044,0.11388888955116272,1,2.3035943508148193,12.55131983757019,0.17283333837985992,2.295384645462036
6,1080,False,212542,2,1764276469.3209379,0.12129629403352737,1,2.2984235286712646,8.034268379211426,0.09266666322946548,2.292919397354126
3,1080,False,212542,3,1764276666.1697528,0.09814814478158951,1,2.2823171615600586,14.406674861907959,0.09916666895151138,2.2233288288116455
5,1080,False,212542,3,1764276671.6841834,0.11759259551763535,1,2.2647182941436768,7.848186492919922,0.16050000488758087,2.192661762237549
4,1080,False,212542,3,1764276671.90614,0.11574073880910873,1,2.2738840579986572,7.522741079330444,0.1861666738986969,2.2029683589935303
6,1080,False,212542,3,1764276672.049853,0.11296296119689941,1,2.2507941722869873,6.926590919494629,0.12316666543483734,2.1657910346984863
3,1080,False,212542,4,1764276863.6642601,0.23425926268100739,1,2.0686240196228027,11.83961534500122,0.37283334136009216,1.6980711221694946
6,1080,False,212542,4,1764276864.4084647,0.24351851642131805,1,2.009507179260254,12.575754880905151,0.4244999885559082,1.6208807229995728
5,1080,False,212542,4,1764276864.5737958,0.27037036418914795,1,2.014286756515503,12.435277700424194,0.515500009059906,1.592542290687561
4,1080,False,212542,4,1764276873.078262,0.2361111044883728,1,2.0167429447174072,7.6427507400512695,0.5506666898727417,1.515094518661499
5,1080,False,212542,5,1764277062.9189887,0.5157407522201538,1,1.4619427919387817,12.562297821044922,0.6328333616256714,1.144431233406067
4,1080,False,212542,5,1764277064.4512136,0.5370370149612427,1,1.4246431589126587,14.08821964263916,0.6868333220481873,1.049297571182251
3,1080,False,212542,5,1764277064.5486653,0.5453703999519348,1,1.4400368928909302,14.20408844947815,0.6178333163261414,1.1650110483169556
6,1080,False,212542,5,1764277066.1256547,0.4879629611968994,1,1.4962573051452637,15.480118751525879,0.6158333420753479,1.288554310798645
6,1080,False,212542,6,1764277265.122589,0.6138888597488403,1,1.233481764793396,15.127153635025024,0.6784999966621399,1.036095380783081
4,1080,False,212542,6,1764277270.2892509,0.6601851582527161,1,1.1403181552886963,7.882704257965088,0.7073333263397217,0.951468825340271
3,1080,False,212542,6,1764277270.4338078,0.6379629373550415,1,1.1924160718917847,6.500658750534058,0.6675000190734863,0.99257892370224
5,1080,False,212542,6,1764277270.4424756,0.6101852059364319,1,1.1766592264175415,7.047447919845581,0.6921666860580444,0.9968487024307251
5,1080,False,212542,7,1764277463.9418595,0.6685185432434082,1,1.0089014768600464,13.015565395355225,0.7490000128746033,0.8456711173057556
6,1080,False,212542,7,1764277464.5648904,0.6592592597007751,1,1.0516241788864136,14.575920581817627,0.7101666927337646,0.9000157117843628
4,1080,False,212542,7,1764277470.4514117,0.6703703999519348,1,1.0264123678207397,8.124794483184814,0.7145000100135803,0.9172414541244507
3,1080,False,212542,7,1764277472.379474,0.6462963223457336,1,1.0788334608078003,21.427936792373657,0.7005000114440918,0.906247079372406
6,1080,False,212542,8,1764277663.248378,0.675000011920929,1,0.9581661820411682,13.169675588607788,0.7471666932106018,0.8365269303321838
5,1080,False,212542,8,1764277670.0566247,0.7009259462356567,1,0.9338844418525696,7.217019557952881,0.7553333044052124,0.7820749282836914
4,1080,False,212542,8,1764277670.0871093,0.7324073910713196,1,0.9162744283676147,7.481953382492065,0.7693333625793457,0.7718089818954468
3,1080,False,212542,8,1764277670.112953,0.7055555582046509,1,0.9549703001976013,7.625524520874023,0.7566666603088379,0.7962778210639954
5,1080,False,212542,9,1764277863.4235709,0.7194444537162781,1,0.887336254119873,12.682360172271729,0.768666684627533,0.7286794185638428
4,1080,False,212542,9,1764277864.2060866,0.7250000238418579,1,0.8485179543495178,13.333616971969604,0.7509999871253967,0.8017557263374329
6,1080,False,212542,9,1764277866.0009158,0.739814817905426,1,0.8255079388618469,15.115888118743896,0.731166660785675,0.8044313788414001
3,1080,False,212542,9,1764277870.6151311,0.6944444179534912,1,0.9071193933486938,7.343958377838135,0.7633333206176758,0.7654153108596802
3,1080,True,212542,10,1764278063.8102045,0.9166666865348816,1,0.6201657056808472,13.390618562698364,0.11416666954755783,25.14980697631836
5,1080,True,212542,10,1764278070.3630562,0.925000011920929,1,0.6655731797218323,7.496039152145386,0.11216666549444199,22.79169273376465
4,1080,True,212542,10,1764278070.391318,0.9138888716697693,1,0.7353877425193787,7.662219047546387,0.11483333259820938,24.399913787841797
6,1080,True,212542,10,1764278070.5950382,0.9203703999519348,1,0.6907361745834351,6.894272327423096,0.1146666631102562,25.651647567749023
