client_id,data_samples_used,is_malicious,model_parameters_count,round,timestamp,training_accuracy,training_epochs,training_loss,training_time,val_accuracy,val_loss
13,1080,False,212542,1,1764276258.2802691,0.23425926268100739,1,2.339564323425293,15.743642568588257,0.6153333187103271,1.9280461072921753
13,1080,False,212542,2,1764276470.6861424,0.12314815074205399,1,2.3039772510528564,6.476485729217529,0.10050000250339508,2.299680471420288
13,1080,False,212542,3,1764276672.1736448,0.1101851835846901,1,2.2776598930358887,9.398921012878418,0.1511666625738144,2.2254626750946045
13,1080,False,212542,4,1764276868.058834,0.23425926268100739,1,2.046921968460083,15.818223714828491,0.5136666893959045,1.6409341096878052
13,1080,False,212542,5,1764277064.6348338,0.47870370745658875,1,1.5519191026687622,14.290846586227417,0.6589999794960022,1.2226343154907227
13,1080,False,212542,6,1764277264.498543,0.6314814686775208,1,1.1672462224960327,14.243091344833374,0.6828333139419556,1.0070207118988037
13,1080,False,212542,7,1764277470.5133169,0.664814829826355,1,1.074433445930481,8.198420286178589,0.7253333330154419,0.879511296749115
13,1080,False,212542,8,1764277664.363307,0.6842592358589172,1,0.9484755992889404,14.278858661651611,0.7406666874885559,0.8190428018569946
13,1080,False,212542,9,1764277863.7195237,0.7175925970077515,1,0.9217455387115479,13.247711181640625,0.7418333292007446,0.7601519227027893
13,1080,True,212542,10,1764278064.5735033,0.9212962985038757,1,0.6835591793060303,14.140404462814331,0.11100000143051147,25.94029426574707
