attack_summary_attack_config_poison_ratio,attack_summary_attack_config_source_class,attack_summary_attack_config_target_class,attack_summary_attack_config_type,attack_summary_attack_rounds,attack_summary_is_malicious_client,attack_summary_total_attacks_performed,client_id,detection_summary_average_suspicion_score,detection_summary_clean_verdicts,detection_summary_detection_accuracy,detection_summary_poisoned_verdicts,detection_summary_total_bucket_evaluations,model_summary_dataset,model_summary_model_length,model_summary_test_samples,model_summary_training_samples,model_summary_validation_samples,session_metadata_client_id,session_metadata_end_time,session_metadata_experiment_name,session_metadata_session_id,session_metadata_start_time,session_metadata_total_duration,timestamp,training_summary_accuracy_trend,training_summary_average_accuracy,training_summary_average_loss,training_summary_final_accuracy,training_summary_total_rounds
1.0,None,1,label_flip,,True,0,3,0,0,0,0,0,mnist,212542,10000,1080,6000,3,1764275964.2163677,dataset_mnist_clients_50_buckets_2_eps_1.0_attack_label_flip_poison_1.0_20251127_153754,session_1764275876_3,1764275876.2616856,87.95468282699585,1764275964.2166622,declining,0.0,0.0,0,1
1.0,None,1,label_flip,,True,0,2,0,0,0,0,0,mnist,212542,10000,1080,6000,2,1764275964.2379973,dataset_mnist_clients_50_buckets_2_eps_1.0_attack_label_flip_poison_1.0_20251127_153754,session_1764275875_2,1764275875.942576,88.2954216003418,1764275964.2382689,declining,0.0,0.0,0,1
1.0,None,1,label_flip,,True,0,4,0,0,0,0,0,mnist,212542,10000,1080,6000,4,1764275964.2404537,dataset_mnist_clients_50_buckets_2_eps_1.0_attack_label_flip_poison_1.0_20251127_153754,session_1764275876_4,1764275876.4221108,87.8183434009552,1764275964.2409127,declining,0.0,0.0,0,1
